398	4	1	167	0
13	1	1	167	0
163	3	2	280	0
457	5	1	167	0
391	4	5	454	0
32	2	3	343	0
50	2	3	343	0
240	3	1	167	0
474	5	3	343	0
460	5	2	280	0
262	4	1	167	0
430	5	1	167	0
186	3	1	167	0
497	5	2	280	0
424	5	2	280	0
211	3	1	167	0
153	3	1	167	0
477	5	2	280	0
304	4	2	280	0
311	4	2	280	0
131	3	3	343	0
250	3	1	167	0
283	4	3	343	0
47	2	5	454	0
167	3	3	343	0
374	4	1	167	0
297	4	2	280	0
265	4	1	167	0
75	2	1	167	0
446	5	5	454	0
128	3	5	454	0
347	4	1	167	0
434	5	2	280	0
489	5	3	343	0
111	3	2	280	0
279	4	1	167	0
298	4	1	167	0
384	4	1	167	0
37	2	5	454	0
116	3	1	167	0
351	4	5	454	0
22	2	5	454	0
64	2	2	280	0
496	5	2	280	0
324	4	1	167	0
482	5	1	167	0
176	3	1	167	0
155	3	5	454	0
323	4	3	343	0
334	4	5	454	0
224	3	2	280	0
35	2	1	167	0
142	3	2	280	0
484	5	2	280	0
7	1	1	167	1
268	4	3	343	0
156	3	2	280	0
175	3	1	167	0
150	3	3	343	0
238	3	2	280	0
152	3	1	167	0
252	4	1	167	0
293	4	1	167	0
244	3	3	343	0
154	3	1	167	0
492	5	2	280	0
282	4	2	280	0
280	4	3	343	0
366	4	3	343	0
3	1	2	280	0
125	3	1	167	0
382	4	1	167	0
235	3	2	280	0
358	4	1	167	0
353	4	4	381	0
328	4	2	280	0
114	3	1	167	0
124	3	1	167	0
389	4	2	280	0
406	4	2	280	0
195	3	2	280	0
149	3	1	167	0
108	3	1	167	0
77	2	4	381	0
294	4	2	280	0
200	3	2	280	0
168	3	2	280	0
234	3	1	167	0
377	4	2	280	0
264	4	2	280	0
388	4	2	280	0
14	2	4	381	0
91	3	2	280	0
428	5	4	381	0
491	5	2	280	0
226	3	2	280	0
97	3	5	454	0
219	3	5	454	0
188	3	3	343	0
472	5	3	343	0
202	3	3	343	0
308	4	4	381	0
194	3	2	280	0
237	3	2	280	0
19	2	4	381	0
449	5	4	381	0
54	2	1	167	0
41	2	4	381	0
393	4	3	343	0
322	4	2	280	0
444	5	1	167	0
452	5	1	167	0
354	4	1	167	0
396	4	2	280	0
287	4	1	167	0
266	4	1	167	0
281	4	1	167	0
177	3	2	280	0
263	4	1	167	0
102	3	1	167	0
212	3	1	167	0
261	4	1	167	0
461	5	1	167	0
407	4	3	343	0
317	4	4	381	0
299	4	2	280	0
289	4	1	167	0
403	4	2	280	0
104	3	3	343	0
143	3	3	343	0
122	3	1	167	0
335	4	2	280	0
284	4	2	280	0
466	5	4	381	0
500	5	4	381	0
95	3	5	454	0
59	2	5	454	0
309	4	1	167	0
80	2	2	280	0
372	4	2	280	0
417	4	2	280	0
305	4	1	167	0
418	4	2	280	0
495	5	4	381	0
225	3	2	280	0
432	5	4	381	0
170	3	1	167	0
72	2	2	280	0
274	4	2	280	0
18	2	1	167	0
490	5	1	167	0
182	3	4	381	0
422	5	4	381	0
379	4	1	167	0
190	3	4	381	0
55	2	3	343	0
100	3	2	280	0
133	3	1	167	0
412	4	1	167	0
67	2	2	280	0
134	3	2	280	0
51	2	1	167	0
415	4	1	167	0
183	3	2	280	0
56	2	1	167	0
83	3	1	167	0
367	4	4	381	0
204	3	1	167	0
166	3	4	381	0
73	2	2	280	0
326	4	1	167	0
350	4	3	343	0
447	5	1	167	0
483	5	2	280	0
423	5	2	280	0
468	5	4	381	0
169	3	2	280	0
78	2	1	167	0
165	3	3	343	0
215	3	2	280	0
486	5	2	280	0
355	4	3	343	0
84	3	2	280	0
291	4	2	280	0
209	3	3	343	0
364	4	1	167	0
89	3	4	381	0
99	3	2	280	0
233	3	2	280	0
115	3	1	167	0
103	3	1	167	0
159	3	1	167	0
113	3	1	167	0
164	3	5	454	0
387	4	2	280	0
17	2	3	343	0
448	5	5	454	0
139	3	3	343	0
221	3	2	280	0
192	3	1	167	0
307	4	2	280	0
456	5	2	280	0
197	3	4	381	0
409	4	2	280	0
162	3	2	280	0
220	3	4	381	0
336	4	1	167	0
63	2	2	280	0
90	3	2	280	0
48	2	2	280	0
451	5	2	280	0
362	4	1	167	0
191	3	2	280	0
181	3	2	280	0
16	2	2	280	0
413	4	1	167	0
487	5	1	167	0
458	5	4	381	0
58	2	1	167	0
144	3	1	167	0
318	4	3	343	0
36	2	2	280	0
101	3	1	167	0
61	2	3	343	0
342	4	4	381	0
438	5	1	167	0
203	3	4	381	0
301	4	5	454	0
473	5	5	454	0
493	5	1	167	0
300	4	2	280	0
331	4	2	280	0
201	3	1	167	0
34	2	2	280	0
79	2	1	167	0
272	4	2	280	0
46	2	1	167	0
349	4	2	280	0
360	4	1	167	0
278	4	4	381	0
463	5	2	280	0
373	4	5	454	0
28	2	2	280	0
138	3	4	381	0
427	5	1	167	0
68	2	1	167	0
445	5	1	167	0
314	4	2	280	0
184	3	1	167	0
123	3	2	280	0
356	4	3	343	0
62	2	4	381	0
315	4	2	280	0
